layer_idx,0.000000,30.000000,60.000000,90.000000,120.000000,150.000000,180.000000,210.000000,240.000000,270.000000,300.000000,330.000000
0,0.117946,0.119461,0.117534,0.117592,0.120051,0.116881,0.117772,0.119628,0.118485,0.117605,0.120562,0.117443
1,0.119903,0.120176,0.120366,0.119286,0.123194,0.120137,0.118499,0.122969,0.120972,0.120149,0.117880,0.120957
2,2.087255,2.027798,1.995192,2.134546,2.007541,2.024224,2.099829,2.071901,2.043966,2.061595,2.009037,2.129512
3,1.846273,1.827300,1.881260,1.870928,1.828311,1.863658,1.812260,1.836784,1.854155,1.852462,1.853880,1.873149
4,1.508112,1.493119,1.506494,1.491242,1.489298,1.506332,1.496386,1.489113,1.508275,1.508967,1.502985,1.484416
5,1.131244,1.141447,1.152536,1.144835,1.145654,1.134819,1.138877,1.146714,1.134278,1.138244,1.146853,1.144628
6,0.773585,0.769398,0.783735,0.789601,0.773596,0.772134,0.772535,0.777378,0.775185,0.769441,0.771148,0.773653
7,0.421601,0.422690,0.419337,0.417011,0.419449,0.414406,0.414508,0.414850,0.422556,0.411731,0.418271,0.417095
